a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,1002201180,22000-10812,FWE-E2534HW,40,PRC-RCT,購買入庫,F24-6020250,30,1901.42,57043,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,1002201180,22000-10814,FWE-E4034HW,40,PRC-RCT,購買入庫,F24-6020251,71,1901.42,135001,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,1002201180,22000-10814,FWE-E4034HW,40,PRC-RCT,購買入庫,F24-5260648,100,1901.42,190142,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,5601005310,51000-08102,PND-25200DQ-1,40,PRC-RCT,購買入庫,F24-5310600,200,1888.81,377762,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2010-38270C,CE-P/A-S3827C,40,PRC-RCT,購買入庫,F24-6020420,1247,137.62,171613,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2010-38270C,CE-P/A-S3827C,40,PRC-RCT,購買入庫,F24-5310645,952,137.62,131015,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2011-00221H,CE-LID-H0022,40,PRC-RCT,購買入庫,F24-5261117,1800,17.44,31392,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2020-02310H,CE-S/A-H0231,40,PRC-RCT,購買入庫,F24-6020441,5000,16.96,84800,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2020-02310H,CE-S/A-H0231,40,PRC-RCT,購買入庫,F24-5310052,2000,16.96,33920,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2020-02310H,CE-S/A-H0231,40,PRC-RCT,購買入庫,F24-5310680,5000,16.96,84800,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007250,B2041-42220C,CE-BODY-S4222C,40,PRC-RCT,購買入庫,F24-5310695,4000,208.64,834560,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007250,B2041-43010H,CE-BODY-H4301,40,PRC-RCT,購買入庫,F24-5310698,2000,196.67,393340,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007250,B2041-51730H,CE-BODY-H5173,40,PRC-RCT,購買入庫,F24-6050025,4000,204.64,818560,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2052-00710C,CE-NUT-S0071C,40,PRC-RCT,購買入庫,F24-6020467,24000,5.38,129120,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9501007260,B2052-00710C,CE-NUT-S0071C,40,PRC-RCT,購買入庫,F24-5310714,36000,5.38,193680,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9508101000,B5044-00111T,ET-LV-T0011,40,PRC-RCT,購買入庫,F24-5261169,1000,40.04,40040,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9508101000,B5044-00111T,ET-LV-T0011,40,PRC-RCT,購買入庫,F24-5310742,1000,40.04,40040,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9504401000,B9024-01952S,BS-CAP-S0195,40,PRC-RCT,購買入庫,F24-6020500,1000,3.74,3740,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9504401000,B9043-00110S,BS-BUSHING-S0011,40,PRC-RCT,購買入庫,F24-6050030,1000,4.53,4530,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9504401000,B9092-00210S,BS-W-S0021,40,PRC-RCT,購買入庫,F24-6020546,1999,6.59,13174,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9504401000,B9092-00210S,BS-W-S0021,40,PRC-RCT,購買入庫,F24-5310812,1,6.59,7,
78,201906,24,完成組立　　　　　　　　　　　,,,20190605,4217,㈱不二テクノス,9504401000,B9142-34511S,BS-BKT-S3451,40,PRC-RCT,購買入庫,F24-6020552,900,37.9,34110,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8005006920,01600-01002,SCV-PLQYA-2,50,PRC-IID,部品値引（買掛）,F24,-5,836.12,-4180,余剰製品の為
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002001140,02000-71807,FFE-3034HW-1,40,PRC-RCT,購買入庫,F24-5260116,100,1716.69,171669,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002101160,02000-91911,FGE-E25QND-11,40,PRC-RCT,購買入庫,F24-5260146,60,1971.49,118290,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002101160,02000-91915,FGE-E25QND-14,40,PRC-RCT,購買入庫,F24-6020051,203,1938.52,393520,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002001140,02000R77601,FFE-E5QTP-3R,40,PRC-RCT,購買入庫,F24-5260175,100,1700.31,170031,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002001140,02000R77602,FFE-E10QTP-3R,40,PRC-RCT,購買入庫,F24-5260176,200,1640.85,328170,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002001140,02000R77701,FFE-E5NTP-3R,40,PRC-RCT,購買入庫,F24-6050066,111,1700.31,188735,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-5290113,100,1640.85,164085,
81,201906,12,部品　　　　　　　　　　　　　,F7074,生産管理グループ,20190606,4217,㈱不二テクノス,3501503780,04551-01870,ﾊﾝﾃﾝﾊﾞﾝ,40,PRC-RCT,購買入庫,A12-6050001,25220,8.76,220928,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2004402980,06000-15108,RBS-QPKND-20,40,PRC-RCT,購買入庫,F24-5260395,60,1101.37,66083,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2001902540,06000-37609,AMS-B24BHDU-1,40,PRC-RCT,購買入庫,F24-5260417,1100,447.88,492668,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2004402980,06000-40702,RAS-QPKND-18,40,PRC-RCT,購買入庫,F24-5260419,570,1396.81,796182,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-5260421,2128,437.92,931894,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-5260422,1194,530.58,633513,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2004402980,06000-41002,RAS-QPKND-19,40,PRC-RCT,購買入庫,F24-5260423,390,1405.48,548138,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2004502990,06000-42905,APS-BDM-6,40,PRC-RCT,購買入庫,F24-5310381,2400,366.7,880080,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2001802530,06000-44403,ATS-B7BSI-1,40,PRC-RCT,購買入庫,F24-5260442,94,653.23,61404,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2001201000,06000-49801,AUS-QY3TR-1,40,PRC-RCT,購買入庫,F24-5260458,198,1557.61,308407,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2001201000,06000-49801,AUS-QY3TR-1,40,PRC-RCT,購買入庫,F24-5310388,202,1557.61,314638,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2005701000,06000-52905,RES-P060PAFKA-1,40,PRC-RCT,購買入庫,F24-6060060,600,2095.14,1257084,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2006701000,06000-62001,RCS-B020DAND-1,40,PRC-RCT,購買入庫,F24-5310400,614,1549.77,951559,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,2006701000,06000-62001,RCS-B020DAND-1,40,PRC-RCT,購買入庫,F24-5260511,2,1549.77,3100,
82,201906,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20190606,4217,㈱不二テクノス,2005701000,06010-19921,ｺｲﾙｿｳｸﾐﾀﾃRUS1-BMW,40,PRC-RCT,購買入庫,U12-5270005,400,461.81,184724,
82,201906,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20190606,4217,㈱不二テクノス,2005701000,06010-19921,ｺｲﾙｿｳｸﾐﾀﾃRUS1-BMW,40,PRC-RCT,購買入庫,U12-4220078,200,461.81,92362,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8001006740,07000-20402,SY-3F,40,PRC-RCT,購買入庫,F24-5260536,48,2629.84,126233,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8001006740,07000-20403,SY-4F,40,PRC-RCT,購買入庫,F24-6060003,20,2147.9,42958,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8008007000,07000-63404,FUP-D372GHS-1,40,PRC-RCT,購買入庫,F24-5260559,400,1064.3,425720,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8002006800,07000R50907,CJ3-2F2G-BR,40,PRC-RCT,購買入庫,F24-5310428,105,667.76,70115,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,5601005310,51000-08101,PND-25100DQ-1,40,PRC-RCT,購買入庫,F24-5261052,180,1876.71,337808,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,5601005310,51000-08102,PND-25200DQ-1,40,PRC-RCT,購買入庫,F24-5310600,260,1888.81,491091,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9501007260,B2010-39921C,CE-P/A-S3992C,40,PRC-RCT,購買入庫,F24-6060072,980,52.26,51215,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9504401000,B6010-12620S,BS-COIL/A-S1262,40,PRC-RCT,購買入庫,F24-6020487,500,367.25,183625,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9504401000,B6161-11220S,BS-B/O-S1122,40,PRC-RCT,購買入庫,F24-6060081,576,306.79,176712,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9504401000,B6161-13520S,BS-B/O-S1352,40,PRC-RCT,購買入庫,F24-6060082,40,445.39,17816,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9504401000,B6161-13520S,BS-B/O-S1352,40,PRC-RCT,購買入庫,F24-5310753,40,445.39,17816,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9504401000,B6161-13520S,BS-B/O-S1352,40,PRC-RCT,購買入庫,F24-6020493,220,445.39,97986,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,9504401000,B6202-00720S,BS-PLATE-S0072,40,PRC-RCT,購買入庫,F24-6020494,900,33.81,30429,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8002006810,K13-B79R481,GCJ-2F1GNMD-1R,40,PRC-RCT,購買入庫,F24-5310830,198,247.09,48924,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8002006810,K14-B79R225,GCJ-2F1GMDR,40,PRC-RCT,購買入庫,F24-5261239,300,192,57600,
78,201906,24,完成組立　　　　　　　　　　　,,,20190606,4217,㈱不二テクノス,8002006810,K14-B79R225,GCJ-2F1GMDR,40,PRC-RCT,購買入庫,F24-5310831,100,192,19200,
78,201906,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#2,40,PRC-OIN,ワンタイム購買,F51-6070070,2,2960.2,5921,F51-3918②
78,201906,50,試作（販売品）　　　　　　　　,,,20190607,4217,㈱不二テクノス,,**,ZRES-P060PAFKA-3B-B（改）,40,PRC-OIN,ワンタイム購買,F50-6070074,150,2240.75,336113,F50-4542
78,201906,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#4,40,PRC-OIN,ワンタイム購買,F51-6070072,2,2960.2,5921,F51-3918④
78,201906,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#3,40,PRC-OIN,ワンタイム購買,F51-6070071,2,2960.2,5921,F51-3918③
78,201906,51,試作（社内向）　　　　　　　　,F4313,技術三部電磁弁3ｸﾞﾙｰﾌﾟ,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#1,40,PRC-OIN,ワンタイム購買,F51-6070069,2,2960.2,5921,F51-3918①
78,201906,50,試作（販売品）　　　　　　　　,,,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#1,40,PRC-OIN,ワンタイム購買,F50-6070065,1,2960.2,2961,F50-3918①
78,201906,50,試作（販売品）　　　　　　　　,,,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#2,40,PRC-OIN,ワンタイム購買,F50-6070066,1,2960.2,2961,F50-3918②
78,201906,50,試作（販売品）　　　　　　　　,,,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#3,40,PRC-OIN,ワンタイム購買,F50-6070067,1,2960.2,2961,F50-3918③
78,201906,50,試作（販売品）　　　　　　　　,,,20190607,4217,㈱不二テクノス,,**,ZRBS-QP3GE-4C-A#4,40,PRC-OIN,ワンタイム購買,F50-6070068,1,2960.2,2961,F50-3918④
78,201906,50,試作（販売品）　　　　　　　　,,,20190607,4217,㈱不二テクノス,,*06000-52906,RES-P060PAFKA-2（改）,40,PRC-OIN,ワンタイム購買,F50-6070073,5,4195.75,20979,F50-4465
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,1002101160,02000-49401,FGE-15QFKT-1,40,PRC-RCT,購買入庫,F24-5260085,199,1827.7,363713,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,1002101160,02000-91912,FGE-E25QNDN-3,40,PRC-RCT,購買入庫,F24-5260147,324,1923.42,623189,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-5290113,210,1640.85,344579,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,1002001150,02000R89702,FRE-5NHD-2R,40,PRC-RCT,購買入庫,F24-5260183,158,1354.71,214045,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,4002004200,05000R00501,EXT-1R,40,PRC-RCT,購買入庫,F24-5310358,216,2897.26,625809,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,4002004200,05000R00502,EXT-1-2LR,40,PRC-RCT,購買入庫,F24-5310359,72,3033.76,218431,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2003802900,06000-18208,NKS-QP25ND-9,40,PRC-RCT,購買入庫,F24-5260397,60,1841.2,110472,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2001902540,06000-37611,AMS-B20STP-1,40,PRC-RCT,購買入庫,F24-5260418,598,399.36,238818,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2004402980,06000-40702,RAS-QPKND-18,40,PRC-RCT,購買入庫,F24-5260419,420,1396.81,586661,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-5260421,2159,437.92,945470,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-5260422,1188,530.58,630330,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2004502990,06000-42905,APS-BDM-6,40,PRC-RCT,購買入庫,F24-5310381,2400,366.7,880080,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2004402980,06000-43401,RBS-QPKDK-11,40,PRC-RCT,購買入庫,F24-5260432,40,1270.58,50824,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2004402980,06000-43402,RBS-QPKDK-12,40,PRC-RCT,購買入庫,F24-5260433,100,1335.65,133565,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2001201000,06000-49801,AUS-QY3TR-1,40,PRC-RCT,購買入庫,F24-5310388,349,1557.61,543606,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-6070044,1000,1352.85,1352850,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2004402980,06000-53101,RBS-QPKND-51,40,PRC-RCT,購買入庫,F24-5260482,30,1241.61,37249,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2006701000,06000-62001,RCS-B020DAND-1,40,PRC-RCT,購買入庫,F24-5310400,616,1549.77,954659,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,2001802530,06000R42301,ATS-B7STB-1R,40,PRC-RCT,購買入庫,F24-5260534,486,646.12,314015,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-62503,DY-20PTW-3,41,PRC-CRC,購買入庫訂正,F24-5260557,-300,278.01,-83403,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-62503,DY-20PTW-3,40,PRC-RCT,購買入庫,F24-5260557,300,278.01,83403,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-62503,DY-20PTW-3,40,PRC-RCT,購買入庫,F24-5260557,300,278.01,83403,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81601,DY-15QHD-9,41,PRC-CRC,購買入庫訂正,F24-5260572,-4000,146.94,-587760,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81601,DY-15QHD-9,40,PRC-RCT,購買入庫,F24-5260572,4000,146.94,587760,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81601,DY-15QHD-9,40,PRC-RCT,購買入庫,F24-5260572,4000,146.94,587760,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81602,DY-15QHD-10,41,PRC-CRC,購買入庫訂正,F24-5260573,-100,146.94,-14694,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81602,DY-15QHD-10,40,PRC-RCT,購買入庫,F24-5260573,100,146.94,14694,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81602,DY-15QHD-10,40,PRC-RCT,購買入庫,F24-5260573,100,146.94,14694,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81603,DY-15QHD-11,41,PRC-CRC,購買入庫訂正,F24-6060068,-8000,146.94,-1175520,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81603,DY-15QHD-11,40,PRC-RCT,購買入庫,F24-6060068,8000,146.94,1175520,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81603,DY-15QHD-11,40,PRC-RCT,購買入庫,F24-6060068,8000,146.94,1175520,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81605,DY-15QHD-13,41,PRC-CRC,購買入庫訂正,F24-6060067,-4000,139.51,-558040,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81605,DY-15QHD-13,40,PRC-RCT,購買入庫,F24-6060067,4000,139.51,558040,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81605,DY-15QHD-13,40,PRC-RCT,購買入庫,F24-6060067,4000,139.51,558040,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81606,DY-15QHD-14,41,PRC-CRC,購買入庫訂正,F24-5260576,-200,137.83,-27566,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81606,DY-15QHD-14,40,PRC-RCT,購買入庫,F24-5260576,200,137.83,27566,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81606,DY-15QHD-14,40,PRC-RCT,購買入庫,F24-5260576,200,137.83,27566,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81607,DY-15QHD-15,40,PRC-RCT,購買入庫,F24-5260577,200,139.37,27874,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81607,DY-15QHD-15,40,PRC-RCT,購買入庫,F24-5260577,200,139.37,27874,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81607,DY-15QHD-15,41,PRC-CRC,購買入庫訂正,F24-5260577,-200,139.37,-27874,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81615,DY-15QHD-23,41,PRC-CRC,購買入庫訂正,F24-5260581,-100,139.51,-13951,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81615,DY-15QHD-23,40,PRC-RCT,購買入庫,F24-5260581,100,139.51,13951,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-81615,DY-15QHD-23,40,PRC-RCT,購買入庫,F24-5260581,100,139.51,13951,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-83001,DY-12QHD-4,40,PRC-RCT,購買入庫,F24-6060066,10000,129.79,1297900,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-83001,DY-12QHD-4,41,PRC-CRC,購買入庫訂正,F24-6060066,-10000,129.79,-1297900,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-83001,DY-12QHD-4,40,PRC-RCT,購買入庫,F24-6060066,10000,129.79,1297900,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-83003,DY-12QHD-3,40,PRC-RCT,購買入庫,F24-5260584,1000,129.79,129790,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-83003,DY-12QHD-3,41,PRC-CRC,購買入庫訂正,F24-5260584,-1000,129.79,-129790,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-83003,DY-12QHD-3,40,PRC-RCT,購買入庫,F24-5260584,1000,129.79,129790,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-96601,DY-15QMD-1,41,PRC-CRC,購買入庫訂正,F24-5260595,-200,146.94,-29388,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-96601,DY-15QMD-1,40,PRC-RCT,購買入庫,F24-5260595,200,146.94,29388,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,7401005960,07000-96601,DY-15QMD-1,40,PRC-RCT,購買入庫,F24-5260595,200,146.94,29388,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,5601004860,51000-04507,PJD-05230MD-3,40,PRC-RCT,購買入庫,F24-5310595,400,1396.46,558584,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9501007260,B2020-02310C,CE-S/A-S0231C,40,PRC-RCT,購買入庫,F24-5310679,5000,13.06,65300,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9501007260,B2020-02310H,CE-S/A-H0231,40,PRC-RCT,購買入庫,F24-6070046,5000,16.96,84800,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9501007260,B2020-02310H,CE-S/A-H0231,40,PRC-RCT,購買入庫,F24-6020441,3000,16.96,50880,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5041-00110T,ET-CAM-T0011,40,PRC-RCT,購買入庫,F24-5261166,1000,27.24,27240,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5041-00110T,ET-CAM-T0011,40,PRC-RCT,購買入庫,F24-5310740,1000,27.24,27240,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5042-00110T,ET-C/ARM-T0011,40,PRC-RCT,購買入庫,F24-5261167,1000,57.78,57780,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5043-00110T,ET-SERR-T0011,40,PRC-RCT,購買入庫,F24-5310741,1000,14.92,14920,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5043-00110T,ET-SERR-T0011,40,PRC-RCT,購買入庫,F24-5261168,1000,14.92,14920,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508201000,B5048-00310T,UT-CHAS-T0031,40,PRC-RCT,購買入庫,F24-5261172,826,163.82,135316,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5071-00110T,ET-SP/HLD-T0011,40,PRC-RCT,購買入庫,F24-5261173,998,15.39,15360,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5112-00110T,ET-CUP/W-T0011,40,PRC-RCT,購買入庫,F24-5261174,3000,5.09,15270,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B5115-00120T,ET-SP-T0012,40,PRC-RCT,購買入庫,F24-5261177,1000,8.11,8110,
78,201906,24,完成組立　　　　　　　　　　　,,,20190607,4217,㈱不二テクノス,9508101000,B9068-02310T,ET-BUSH-T0231,40,PRC-RCT,購買入庫,F24-5261216,998,4.36,4352,
